total_distance,epsilon_required,num_pairs,src_len,trg_len
10,3,24,22,24
7,2,29,25,29
30,9,20,22,21
3,1,18,17,18
70,13,36,39,37
22,8,32,31,32
13,3,11,14,11
28,8,32,32,36
8,4,39,36,44
12,12,21,17,21
45,24,37,36,42
4,3,11,10,11
105,10,36,37,36
96,13,48,56,55
78,13,38,41,42
15,4,16,16,16
108,7,55,62,60
7,2,7,9,7
23,4,40,39,46
2,1,21,18,21
49,9,19,23,19
7,6,28,31,32
101,8,27,32,28
46,8,16,20,16
9,8,29,27,30
3,2,5,5,5
3,1,4,5,4
11,7,6,14,7
1,1,8,8,8
5,4,17,14,17
9,3,19,19,19
11,4,9,11,9
273,17,45,57,49
4,2,13,15,14
2,1,27,23,29
11,4,12,16,12
1,1,2,2,2
0,0,12,12,12
46,10,87,92,99
40,14,74,74,83
5,2,45,42,47
9,3,10,11,10
125,14,40,43,42
47,14,11,21,14
34,5,69,58,70
48,9,28,28,28
63,23,72,70,76
50,6,38,38,40
91,12,48,51,52
75,10,25,25,26
9,2,26,23,26
147,11,33,38,33
0,0,6,6,6
23,3,14,16,14
9,3,13,13,13
148,13,29,35,31
21,4,35,39,45
2,1,8,7,8
3,1,5,6,5
139,28,31,40,35
34,9,10,16,10
13,7,13,14,14
31,10,23,24,26
306,22,39,52,43
59,4,21,24,21
1,1,9,9,9
29,8,15,18,15
56,7,34,35,35
7,3,8,9,8
5,3,8,7,8
13,8,26,20,26
9,3,31,24,32
30,24,46,40,49
16,8,69,71,76
24,4,18,19,18
5,2,6,7,6
32,22,52,51,54
0,0,12,12,12
23,5,50,43,56
0,0,6,6,6
9,3,10,11,10
17,5,10,11,10
22,10,21,19,21
8,2,14,12,14
23,4,30,26,32
27,5,9,14,10
55,11,24,27,26
7,4,40,31,40
95,19,23,28,25
45,7,25,29,26
27,9,21,18,21
49,7,23,22,23
24,11,33,30,39
31,5,14,14,14
29,9,28,30,34
35,4,16,18,16
19,4,29,30,30
13,3,31,27,31
54,12,34,38,38
83,10,22,26,23
44,6,74,68,82
2,2,14,13,14
14,5,10,11,10
30,13,44,40,45
34,10,29,28,30
4,2,7,8,7
57,8,21,27,22
23,6,22,20,22
15,4,23,24,23
37,20,44,43,45
65,6,35,43,40
13,5,20,20,20
76,10,28,32,29
7,3,21,18,21
109,11,32,42,36
1,1,18,17,18
0,0,25,21,27
3,2,15,15,15
30,7,15,18,15
20,5,17,14,17
11,5,19,18,19
28,4,24,25,24
40,11,43,45,46
1,1,7,6,7
48,4,24,24,25
33,11,40,40,41
12,2,16,16,16
0,0,12,12,12
75,13,51,48,52
12,4,13,18,15
1,1,56,45,59
177,43,83,72,88
8,2,13,12,13
9,3,10,11,10
7,2,17,13,17
30,14,29,29,29
17,5,39,32,40
2,1,15,14,15
1,1,11,9,11
5,1,13,11,13
65,11,51,56,59
23,17,35,33,36
19,5,15,20,16
39,8,29,28,29
56,5,25,26,26
172,11,38,53,45
16,4,39,42,42
180,11,35,43,35
4,2,33,32,34
31,5,29,33,31
330,26,40,58,45
18,4,9,13,9
68,10,22,24,22
0,0,25,17,26
9,4,19,15,19
30,17,34,32,34
323,18,53,65,57
5,2,33,35,36
13,6,14,15,14
80,19,46,47,49
119,28,53,49,57
24,5,25,26,26
140,26,52,55,53
98,6,34,37,35
1,1,27,24,28
3,1,23,21,23
40,6,13,16,13
14,2,23,25,23
5,2,11,10,11
6,3,16,15,16
25,7,18,20,18
22,7,31,32,35
206,51,49,55,50
0,0,12,12,12
19,9,52,44,55
79,15,40,42,41
0,0,8,5,8
119,9,30,38,30
29,19,67,51,68
9,3,10,11,10
46,12,17,20,17
3,2,28,24,28
72,14,21,26,21
2,2,12,11,12
26,5,34,30,35
100,12,21,31,21
19,4,20,20,20
48,5,22,23,22
57,11,21,24,21
47,5,18,23,18
4,2,28,29,30
7,7,3,11,3
14,3,36,30,36
0,0,8,6,8
10,2,15,14,15
6,3,31,27,33
72,11,35,35,35
0,0,15,14,15
28,4,14,17,14
177,24,38,49,42
12,4,14,16,14
0,0,26,22,26
43,8,27,27,28
4,2,23,21,23
0,0,17,13,17
48,5,30,33,32
114,12,22,30,22
0,0,16,13,16
7,3,18,19,20
21,6,9,14,9
1,1,7,7,7
1,1,2,2,2
6,2,12,12,12
0,0,21,16,21
2,2,17,14,17
19,14,43,43,45
0,0,12,12,12
32,4,37,38,37
24,9,53,50,60
26,10,38,28,42
4,3,17,16,17
36,17,45,39,46
1,1,10,9,10
24,9,61,53,61
50,16,49,46,51
14,9,21,17,21
3,1,13,11,13
1,1,25,22,25
71,8,31,31,31
30,6,39,37,40
134,15,23,39,25
51,8,35,39,35
30,4,15,16,15
17,3,25,24,27
13,4,7,11,7
49,11,31,21,32
9,4,26,26,26
100,15,31,36,32
8,4,20,15,20
0,0,7,5,7
2,2,26,23,27
39,3,28,31,28
44,7,18,23,18
38,15,24,28,25
35,4,25,28,25
11,2,16,17,17
81,29,63,68,73
18,4,43,37,47
15,3,25,23,27
0,0,14,12,14
33,9,32,33,33
33,12,60,51,62
1,1,16,14,16
2,2,28,24,30
33,5,24,22,24
4,2,17,16,17
63,19,29,30,29
19,3,29,25,29
38,7,39,33,42
49,8,20,23,20
68,14,22,24,24
45,6,20,22,21
44,16,28,23,28
27,7,12,15,12
91,10,34,37,35
25,6,50,39,52
2,1,32,27,34
34,5,24,26,26
31,3,21,24,21
299,18,32,50,32
129,17,42,52,49
75,9,26,28,27
20,3,12,14,12
152,10,32,38,33
32,8,15,23,16
64,7,17,21,17
29,7,12,16,13
247,20,66,82,70
14,4,14,18,14
1,1,17,14,17
2,1,20,18,22
58,8,25,30,25
16,3,12,14,12
14,4,29,25,30
5,4,5,9,5
5,4,16,15,16
18,3,11,13,11
0,0,12,12,12
25,5,49,43,54
0,0,44,48,51
42,12,55,53,57
39,13,72,72,81
81,10,35,42,39
59,16,46,44,46
26,10,29,28,29
16,7,26,22,29
94,16,75,80,92
299,41,34,49,36
54,7,19,26,20
0,0,8,8,8
56,19,93,96,103
8,3,14,14,14
0,0,22,17,22
43,7,16,19,16
0,0,7,5,7
0,0,8,6,8
9,2,20,17,21
1,1,10,7,10
3,2,27,19,30
0,0,9,6,9
8,4,22,20,22
48,30,65,67,73
18,3,25,23,25
9,3,15,13,15
34,8,11,15,11
2,2,30,25,32
96,9,34,35,34
0,0,12,12,12
0,0,47,43,48
44,4,34,35,36
6,2,20,20,20
16,5,37,33,39
51,7,43,44,43
32,4,54,48,56
100,7,25,29,25
67,10,33,35,36
150,17,40,47,41
29,7,18,21,18
655,39,60,84,62
74,9,37,39,38
27,6,13,15,13
10,5,34,33,35
39,6,52,53,55
579,35,68,83,72
7,2,10,10,10
0,0,10,8,11
9,4,21,19,21
3,2,20,15,20
0,0,12,12,12
186,14,79,80,91
17,4,29,23,30
107,16,24,30,25
34,11,31,26,31
7,1,16,14,16
33,14,18,19,18
197,13,43,49,47
0,0,12,12,12
26,5,36,37,39
2,1,8,8,8
11,4,9,12,9
3,1,6,7,6
0,0,7,7,7
19,3,11,14,11
4,2,19,16,19
25,12,7,19,7
37,7,89,87,96
100,8,58,61,60
145,13,48,54,50
40,6,16,19,17
0,0,17,13,17
13,13,37,33,48
0,0,12,12,12
73,9,55,53,57
71,9,17,25,18
4,4,17,16,17
17,6,27,28,28
48,18,44,42,48
5,3,14,14,14
0,0,13,10,13
51,11,33,31,33
9,3,9,9,9
4,3,23,14,23
83,11,13,21,13
19,5,15,16,15
45,5,24,26,25
113,12,39,36,40
59,10,39,43,40
0,0,15,8,15
8,3,7,8,7
55,6,36,36,42
54,11,41,41,43
6,3,34,32,38
157,11,34,43,35
8,5,36,27,39
71,20,29,32,32
238,21,45,53,46
108,17,37,42,40
45,10,40,40,40
157,12,26,35,26
3,3,10,10,10
1,1,30,27,30
129,16,47,52,50
91,15,37,51,46
0,0,12,12,12
1,1,39,34,40
14,4,28,28,28
71,12,27,29,29
16,7,20,18,20
29,6,28,32,29
35,5,17,19,17
8,2,14,13,14
93,16,33,36,37
17,5,6,11,6
8,5,35,31,39
0,0,11,10,11
83,10,27,38,28
49,8,10,18,10
87,10,51,52,58
15,6,46,34,48
5,5,31,22,32
2,2,9,9,9
21,7,29,22,30
22,5,8,11,8
0,0,12,12,12
675,27,80,102,90
266,25,31,47,36
34,7,26,35,35
80,8,18,21,18
168,9,47,48,50
102,5,28,32,28
111,13,54,59,65
15,5,54,49,54
8,4,21,21,23
63,6,26,30,26
22,6,30,32,33
29,7,45,51,49
18,4,9,12,9
14,5,21,17,22
29,6,42,45,45
10,2,18,15,18
0,0,22,19,23
0,0,12,12,12
52,16,64,66,69
40,4,17,19,17
23,5,25,26,25
110,7,26,30,26
23,6,17,19,17
2,2,38,33,38
7,2,21,15,21
77,11,50,46,51
45,6,26,31,28
337,20,50,71,53
31,7,23,28,23
62,9,19,25,21
19,5,35,38,37
35,12,21,22,21
151,23,38,46,41
0,0,16,13,16
0,0,12,12,12
123,11,29,44,33
82,6,25,29,26
5,3,18,16,18
8,4,19,17,19
192,14,23,31,24
76,8,33,39,34
124,27,25,38,27
16,3,40,42,42
284,32,56,66,63
6,3,9,9,9
8,3,20,22,21
165,10,47,53,48
13,3,13,15,13
117,14,21,29,21
82,7,37,45,39
23,7,25,29,26
15,7,20,17,20
19,7,17,16,17
5,2,25,18,25
33,6,28,29,30
0,0,12,12,12
36,23,37,36,38
9,2,27,22,27
175,14,54,52,54
36,13,20,25,22
38,5,26,30,27
208,18,49,56,50
7,2,17,18,18
17,8,49,35,50
144,12,33,40,34
243,25,55,62,58
86,8,36,36,38
67,6,30,32,30
95,11,22,27,22
6,2,11,12,11
110,8,41,47,43
631,26,67,83,68
84,10,75,75,80
6,3,21,19,23
1,1,46,37,47
17,4,12,17,13
11,4,9,10,9
0,0,21,18,22
163,36,69,71,72
34,9,21,19,21
11,2,10,12,10
25,4,14,16,14
0,0,4,4,4
28,5,24,26,24
1,1,9,5,9
2,1,18,15,18
1,1,2,2,2
1294,51,109,120,118
63,6,25,29,25
106,21,38,42,38
59,9,28,30,28
59,10,30,30,33
27,4,38,36,39
33,9,29,29,29
33,6,18,21,18
17,6,21,16,24
165,16,17,31,17
23,8,16,20,17
5,5,12,11,12
0,0,8,6,9
3,1,14,13,14
2,1,6,6,6
0,0,18,11,18
1,1,8,6,8
27,6,17,18,17
7,3,16,12,16
29,4,29,31,30
2,2,6,8,6
3,1,14,12,14
5,1,34,32,36
1,1,15,15,15
4,2,14,12,15
89,9,21,28,23
88,9,31,36,32
44,10,15,20,15
31,9,27,29,28
20,3,18,19,18
53,23,35,35,38
175,11,33,47,40
112,10,19,27,19
53,12,29,25,31
109,14,43,50,44
22,8,24,27,27
39,7,9,16,10
3,1,22,18,22
9,4,12,12,12
19,5,17,19,18
13,3,21,25,23
9,3,12,12,12
87,12,11,22,11
46,5,19,21,19
22,4,17,21,17
41,10,15,16,15
28,6,15,18,15
0,0,41,31,43
18,6,44,40,45
69,7,26,28,27
105,15,44,51,48
25,5,26,25,28
56,9,43,36,46
14,6,22,19,22
100,11,29,35,30
3,1,15,14,15
9,8,20,20,20
8,6,30,24,31
4,2,7,7,7
31,7,23,23,23
0,0,15,14,15
25,3,28,24,28
2,1,11,10,11
27,6,10,13,10
0,0,13,8,13
1,1,7,7,7
1,1,18,15,18
0,0,6,6,7
2,2,8,8,8
23,11,24,17,26
255,15,34,50,43
36,6,37,37,37
8,1,27,23,27
0,0,27,19,28
8,2,24,17,24
15,2,18,19,18
11,4,26,23,26
1,1,11,10,11
6,3,7,7,7
6,3,28,22,28
0,0,12,10,12
55,5,25,27,26
9,3,13,9,16
176,23,19,31,19
4,3,19,16,19
15,6,28,27,30
79,8,18,24,20
54,10,37,38,39
1,1,10,9,10
42,9,40,41,43
50,9,16,26,17
438,40,68,78,72
23,6,13,14,13
63,14,20,27,23
39,5,18,20,18
147,21,58,62,69
100,11,31,44,33
0,0,11,7,13
46,12,21,29,22
41,6,15,19,15
31,10,41,46,45
124,10,29,38,30
53,5,23,27,23
45,10,22,25,23
38,11,18,20,18
5,1,13,12,13
87,12,18,24,18
61,9,19,27,20
67,9,25,29,29
20,6,17,18,17
0,0,16,16,16
85,15,18,32,18
561,30,45,68,48
118,17,36,45,42
2,1,38,35,39
14,3,20,21,21
14,4,16,17,16
100,17,31,35,32
17,4,29,33,34
63,12,22,28,23
35,8,11,17,11
263,20,34,52,37
151,13,38,50,39
63,6,38,45,43
96,10,40,44,41
10,3,7,10,7
49,12,27,28,27
215,18,54,64,59
9,4,14,14,14
49,10,32,35,33
116,21,23,32,23
62,8,22,29,22
222,20,39,52,43
12,3,18,19,19
253,19,26,40,32
0,0,36,30,37
31,3,17,19,17
3,2,41,32,41
180,12,35,43,35
87,15,17,22,19
107,10,53,58,56
18,5,21,23,21
30,4,25,24,25
26,7,16,19,16
44,6,34,35,34
59,21,26,24,28
53,7,23,27,23
56,9,19,23,19
8,3,15,13,15
33,5,21,24,21
114,10,29,36,29
20,11,15,15,15
1,1,16,12,16
66,9,18,27,18
31,8,10,14,10
8,4,19,18,19
10,3,8,9,8
0,0,8,7,8
0,0,5,5,5
6,2,9,9,9
19,3,8,11,8
105,9,47,49,47
177,14,44,43,46
7,3,38,31,38
28,4,18,22,18
45,6,30,28,30
6,3,33,28,34
55,5,48,46,54
4,2,19,19,19
14,10,12,14,12
0,0,40,35,42
41,9,13,15,14
3,1,7,8,7
46,8,26,26,26
31,15,79,71,86
9,3,13,13,13
9,8,13,13,13
18,3,14,16,14
25,6,21,20,21
7,5,12,11,13
37,5,32,29,33
6,1,22,21,22
23,3,12,15,12
17,5,20,19,20
33,7,30,30,31
6,5,7,7,7
26,12,36,29,37
41,16,33,32,33
84,10,56,56,62
109,25,19,29,20
0,0,12,12,12
16,4,29,30,30
8,4,11,9,11
6,4,13,13,13
82,4,43,47,45
25,4,13,14,13
72,8,20,28,22
3,1,35,24,35
0,0,14,12,14
1,1,23,19,23
22,7,29,29,29
12,5,20,22,21
1,1,12,11,12
28,5,19,17,21
128,12,19,27,20
11,3,11,12,11
1,1,15,13,15
6,2,15,13,15
84,18,63,66,71
14,3,10,12,10
3,1,8,8,8
43,7,26,30,27
22,4,10,13,10
27,14,37,34,40
39,5,27,28,29
35,7,22,24,22
179,11,37,50,41
84,26,40,45,42
32,7,36,31,36
156,12,37,49,40
274,19,64,70,67
70,9,16,25,19
80,8,33,33,34
7,3,23,24,24
35,5,20,22,20
75,19,37,43,38
83,19,30,37,34
24,6,35,33,35
23,5,31,29,32
21,7,69,73,72
24,9,39,42,43
17,4,41,38,43
65,11,27,28,27
12,3,24,20,24
182,21,36,34,38
39,7,28,31,29
19,5,39,36,42
11,11,34,25,36
6,4,37,31,39
36,4,15,19,15
0,0,8,7,8
0,0,47,35,48
134,8,34,39,34
50,7,35,35,35
33,12,16,19,16
240,13,36,49,40
99,31,67,69,72
0,0,28,25,28
102,16,35,40,39
4,1,24,18,24
4,4,22,19,25
0,0,34,28,35
22,5,13,14,13
20,5,33,30,35
82,8,41,39,42
17,7,47,36,48
22,9,30,25,31
0,0,13,12,13
2,1,5,6,5
132,11,29,36,32
3,2,26,20,26
15,4,18,16,18
107,14,34,35,35
27,6,10,14,10
14,4,16,15,16
8,3,14,13,14
13,3,28,26,28
29,5,10,15,10
0,0,4,4,4
5,3,14,14,14
3,1,17,14,19
1,1,20,16,21
14,6,27,21,29
33,10,25,29,29
26,6,37,37,38
0,0,12,8,12
4,2,14,13,14
7,6,22,20,22
1,1,19,16,19
5,2,13,13,13
20,6,60,51,62
2,1,27,19,27
22,8,15,17,15
3,3,16,13,16
8,4,22,17,24
68,11,20,23,20
18,4,49,43,55
16,4,16,18,16
1,1,9,8,9
21,4,19,20,19
1,1,11,11,11
94,6,22,27,22
6,3,31,25,33
304,23,34,53,38
3,2,7,9,7
92,10,28,34,29
65,9,17,19,17
20,4,10,13,10
5,3,30,28,31
114,10,32,40,32
31,14,36,32,37
33,7,12,15,13
27,5,14,14,14
113,11,13,25,16
17,3,15,17,15
49,10,27,30,30
0,0,4,4,4
74,8,16,24,16
3,1,23,18,23
20,5,8,14,9
3,3,10,9,10
17,6,27,27,30
13,7,20,16,20
54,5,22,26,22
0,0,6,5,6
15,4,12,12,12
7,3,6,9,6
27,6,22,23,22
60,11,31,32,31
14,4,27,23,27
155,16,36,45,38
21,10,15,16,18
5,3,36,31,38
92,8,25,28,25
91,6,32,36,32
97,12,23,28,23
19,7,19,18,22
35,11,8,15,8
36,13,61,53,71
17,5,5,10,5
221,31,33,42,36
178,24,27,38,29
7,3,17,17,17
52,13,32,32,33
42,10,12,20,12
88,9,24,29,24
58,8,13,20,13
34,4,32,36,34
15,8,25,26,30
8,6,39,38,45
29,10,22,23,24
191,9,41,49,43
11,5,23,21,24
13,8,31,28,31
35,16,69,69,79
276,33,89,91,99
244,20,53,62,60
48,11,31,40,35
23,6,57,51,61
17,11,36,31,36
46,7,22,25,22
44,10,21,22,22
33,5,24,25,24
168,12,34,47,39
0,0,22,21,25
36,13,34,37,35
107,13,33,40,34
3,1,10,10,10
11,5,8,10,8
11,4,39,32,39
100,22,24,32,25
69,11,36,35,36
42,5,39,45,42
1,1,31,27,31
180,27,62,71,68
701,45,63,81,64
59,6,33,38,35
33,8,30,38,33
14,5,41,37,42
2,2,23,20,23
56,11,14,23,14
142,20,27,32,27
33,5,8,13,8
94,10,22,28,25
13,5,24,23,25
68,19,62,68,70
68,9,25,34,29
27,13,33,32,35
164,19,35,36,39
183,13,39,51,44
21,5,11,12,11
138,7,27,35,28
19,3,26,19,29
171,22,21,34,26
3,1,18,16,19
78,12,12,21,12
12,5,8,10,8
5,5,8,8,8
523,18,51,72,56
90,13,31,32,31
2,1,20,18,22
67,10,32,34,33
3,2,32,24,32
42,9,21,26,21
38,15,33,34,33
75,14,20,23,20
16,8,22,18,22
14,4,8,10,8
58,10,53,52,54
2,2,11,10,11
14,6,31,28,31
4,4,39,31,40
63,7,30,34,32
22,3,22,21,22
1,1,17,13,17
60,8,20,25,20
0,0,12,10,12
68,7,28,30,28
8,4,31,25,31
12,5,55,51,61
7,4,22,19,23
114,10,27,34,27
341,21,40,57,44
9,3,7,9,7
232,16,29,39,29
47,7,37,36,37
25,10,9,14,9
3,1,8,10,9
15,6,29,27,29
93,9,34,33,36
19,5,16,17,16
34,7,32,30,34
59,9,12,19,12
83,10,19,26,19
300,23,51,61,52
6,3,11,10,11
34,10,21,23,21
167,25,20,35,24
104,8,34,41,37
4,2,9,9,9
10,2,17,18,17
81,12,33,38,35
15,3,17,16,17
23,10,21,21,21
49,6,25,26,25
26,14,30,34,35
9,3,16,19,19
11,2,38,39,43
0,0,17,16,17
2,1,8,10,11
0,0,5,5,5
6,4,22,22,22
3,2,8,7,8
35,4,30,31,32
2,2,15,11,15
11,2,26,27,26
1,1,14,11,14
4,3,24,18,25
3,2,32,20,35
115,30,45,51,47
30,4,17,21,17
22,2,22,23,22
3,2,15,12,15
8,3,16,12,16
0,0,7,7,7
0,0,7,6,7
10,2,18,16,18
29,5,12,14,12
1,1,40,31,41
15,4,8,12,8
7,2,27,21,29
47,6,24,27,24
35,11,17,17,17
60,7,40,44,40
9,4,28,24,29
5,2,14,14,15
27,11,18,20,22
33,4,47,43,50
3,2,20,18,20
6,3,17,16,18
10,4,25,20,26
31,8,53,44,58
2,2,12,12,12
53,7,23,28,24
42,8,25,28,26
36,5,13,17,13
5,1,13,13,13
55,11,22,26,22
9,3,11,12,11
37,13,11,19,12
2,1,7,6,7
0,0,12,11,12
12,4,21,18,22
1,1,7,7,7
1,1,15,12,15
6,3,7,8,7
64,10,15,22,15
11,3,16,18,17
9,3,18,17,18
13,4,11,14,12
6,5,13,12,13
3,1,7,8,7
145,10,35,43,37
14,11,24,22,24
4,1,9,8,9
75,9,17,20,17
15,3,16,16,17
0,0,17,14,17
56,6,21,26,22
221,26,35,49,42
11,2,26,28,27
59,9,34,36,34
28,8,20,16,20
8,3,14,14,15
22,7,38,39,39
71,9,38,44,41
103,11,19,29,19
3,3,7,6,7
44,11,25,26,27
122,15,35,36,37
18,5,17,19,17
7,3,13,12,13
88,8,26,33,26
35,10,8,14,8
9,2,12,15,13
12,3,17,17,17
106,22,36,47,44
43,8,13,19,13
10,2,25,23,25
1,1,12,11,12
32,7,17,18,17
1,1,42,30,46
94,10,25,32,27
73,8,39,39,40
188,13,22,33,22
1,1,5,6,5
78,21,30,33,32
9,3,8,10,8
525,52,42,65,47
16,6,20,21,21
18,4,25,22,25
20,4,18,16,18
1,1,7,7,7
26,4,12,15,12
9,4,19,19,19
38,8,11,18,11
110,12,24,32,24
43,7,31,33,33
76,14,25,30,27
88,13,30,32,31
25,14,43,33,45
87,25,63,68,77
158,20,52,59,56
341,32,85,96,89
3,3,18,13,18
19,4,19,16,19
28,6,34,30,37
2,2,31,30,33
14,5,39,37,43
16,5,29,36,35
31,5,26,23,26
29,8,25,29,27
242,29,62,71,67
75,9,32,36,32
14,4,12,13,12
1,1,8,7,8
17,4,11,12,11
36,8,28,27,29
11,7,40,37,43
2,2,8,8,8
13,3,21,19,21
17,5,27,27,28
19,2,37,35,37
9,6,36,39,40
0,0,21,24,26
68,14,16,30,17
39,6,24,29,27
11,7,10,10,10
2,2,10,8,10
4,2,17,15,17
12,8,22,22,23
16,4,12,10,12
16,3,18,21,19
113,14,25,35,28
48,9,16,22,16
19,5,32,32,32
538,25,65,84,66
143,12,26,37,27
109,29,56,60,62
6,2,19,16,19
96,13,48,51,49
26,4,40,37,42
28,7,70,64,75
8,1,15,16,15
202,10,54,56,58
43,7,16,19,16
62,10,42,44,47
37,12,53,44,56
0,0,16,14,16
82,19,49,49,50
46,8,24,23,26
64,13,23,26,24
17,5,21,16,21
130,11,37,44,37
0,0,5,4,5
138,12,53,57,57
1,1,19,15,19
2,1,40,37,45
3,1,39,26,39
18,5,32,27,33
4,3,25,24,26
2,1,11,10,11
0,0,15,12,15
4,4,48,40,49
13,3,14,15,14
100,8,37,40,37
40,14,30,31,33
7,3,12,14,13
70,7,32,35,32
0,0,9,7,9
202,23,35,47,38
8,4,75,63,80
345,16,54,65,60
1,1,13,10,13
106,10,30,34,31
22,5,39,42,44
5,2,14,15,15
53,9,14,17,14
3,3,21,17,21
14,5,35,26,38
27,5,28,25,29
23,11,38,35,45
29,5,38,39,41
6,2,21,17,22
1,1,19,15,19
24,5,21,22,22
6,3,45,37,47
8,6,21,20,24
71,14,26,27,27
52,22,38,43,42
14,9,45,43,52
21,7,14,16,14
12,4,27,24,27
12,2,25,23,25
51,6,37,36,37
8,4,47,38,48
0,0,49,40,52
21,6,52,47,55
2,1,26,20,28
0,0,42,34,42
3,1,14,12,14
0,0,15,8,15
222,21,51,40,57
61,6,19,21,19
3,2,14,10,18
68,14,44,42,45
0,0,31,22,31
4,1,32,28,33
28,4,10,13,10
30,6,17,16,17
6,3,26,22,26
66,10,26,25,26
1,1,9,9,9
27,9,32,29,33
6,3,12,8,12
69,9,37,32,39
4,2,17,14,17
7,5,21,19,21
4,4,39,29,39
1,1,19,18,19
0,0,26,20,26
10,5,19,18,19
2,2,13,11,13
1,1,24,16,24
77,7,45,47,46
3,2,31,26,32
1,1,19,13,19
52,8,42,49,46
17,10,25,24,29
45,8,26,26,27
131,8,39,41,41
1,1,53,50,60
4,1,15,15,15
8,1,26,24,26
0,0,7,6,7
20,16,36,32,39
19,5,21,19,21
1,1,9,7,9
20,3,21,21,21
9,3,17,15,17
3,2,11,9,12
68,4,44,48,46
21,14,35,35,37
25,5,58,51,59
6,3,14,14,14
57,22,47,45,50
24,6,42,48,48
0,0,5,5,5
6,2,9,9,9
2,1,11,10,11
4,2,8,7,8
12,4,20,19,20
69,22,45,48,49
259,43,60,69,73
0,0,5,4,5
18,6,29,34,31
11,6,23,23,25
37,7,11,16,11
50,6,14,19,15
23,17,48,46,52
9,7,20,19,20
73,18,51,45,55
11,5,14,14,14
14,3,12,15,12
5,2,27,21,28
13,3,24,21,25
43,8,22,26,22
126,28,45,50,49
85,9,22,26,22
62,8,20,27,21
103,10,33,37,37
6,4,17,14,17
67,8,28,31,28
25,5,19,21,19
41,6,30,33,31
4,2,13,11,13
14,3,18,18,18
14,4,20,22,20
2,1,23,17,23
47,7,15,17,15
37,10,22,26,24
9,2,9,11,9
11,3,19,16,19
19,4,23,19,24
6,3,61,43,65
11,5,17,16,18
24,3,27,23,27
13,6,13,12,13
24,3,29,31,29
2,1,9,9,9
31,3,19,20,19
18,9,15,13,15
30,13,26,26,26
6,5,29,27,30
70,14,62,57,65
6,2,21,19,23
3,3,37,26,38
7,2,19,19,19
57,11,36,37,41
32,6,27,23,27
29,10,41,35,44
62,9,34,41,38
3,2,6,7,6
117,13,28,40,31
8,3,31,30,34
0,0,15,13,15
40,10,19,17,19
44,7,13,21,14
36,5,30,29,30
289,29,66,70,66
0,0,11,8,11
0,0,11,9,12
40,7,24,27,24
35,6,53,51,57
19,3,27,29,27
24,6,16,22,16
10,4,12,13,12
4,2,34,26,34
309,21,80,95,89
22,4,24,23,24
145,29,54,57,56
71,22,53,53,60
71,7,27,32,28
212,12,41,51,43
9,3,32,35,37
227,13,43,55,45
4,3,25,24,26
11,11,3,14,3
9,5,27,35,32
6,3,18,15,18
177,27,23,32,23
35,10,49,37,53
256,18,21,41,24
14,3,23,23,23
138,12,48,47,52
19,6,16,16,16
13,5,11,13,11
18,3,10,12,10
3,2,12,13,12
65,6,19,25,20
6,6,29,23,29
3,1,24,24,24
42,5,22,24,22
1,1,13,9,13
30,5,16,20,16
5,2,25,24,25
32,5,31,32,31
141,13,35,46,37
22,6,6,11,6
51,16,31,29,32
643,33,30,59,35
1,1,18,17,18
20,3,15,18,15
19,4,9,11,9
29,6,30,32,31
25,3,13,15,14
235,24,33,45,34
137,8,27,33,27
48,7,19,24,19
3,2,20,19,21
4,2,35,28,35
75,8,22,23,22
58,23,28,31,30
59,8,22,23,23
137,11,51,50,51
87,12,31,32,34
0,0,7,7,7
102,18,27,33,27
0,0,13,11,13
1,1,17,12,17
14,3,19,20,19
15,4,14,17,14
61,9,30,35,30
6,3,12,11,12
25,5,17,19,17
46,15,41,39,43
68,11,25,32,27
43,7,32,38,36
96,10,27,34,28
1,1,19,14,20
21,12,39,38,42
114,19,34,42,36
98,29,83,66,90
76,19,58,61,63
41,9,36,36,37
153,17,49,55,53
19,7,9,12,9
35,9,43,45,47
234,19,29,43,29
101,15,40,42,44
115,12,19,29,19
59,5,35,34,35
2,1,25,23,25
105,9,44,45,44
42,8,25,23,25
24,9,37,36,44
141,6,46,53,50
0,0,24,21,24
19,3,27,27,28
41,10,15,20,15
35,4,50,46,53
3,2,29,25,29
72,13,31,33,34
39,10,18,25,18
23,4,27,29,29
79,10,25,28,25
22,7,22,22,22
21,9,44,40,47
14,4,34,29,34
119,17,55,53,55
6,2,26,18,28
52,11,49,49,54
340,21,42,60,46
0,0,31,22,34
66,6,29,33,31
0,0,20,15,20
58,17,62,55,64
294,15,50,55,53
64,22,86,82,96
111,10,27,34,29
70,14,35,34,35
2,2,15,14,17
38,11,41,42,44
35,11,15,20,17
129,13,24,30,30
9,2,18,17,18
77,15,19,24,21
24,7,12,17,12
40,5,21,22,21
0,0,23,17,23
81,17,62,58,65
160,12,40,43,42
7,2,56,49,60
780,41,71,92,75
1,1,23,23,24
26,11,17,19,17
97,8,60,61,62
5,3,10,10,10
0,0,5,5,5
76,34,61,59,64
118,12,64,64,70
16,5,30,32,32
37,10,39,37,42
169,8,47,53,49
109,14,30,44,30
1,1,40,31,45
4,2,27,17,27
2,2,21,21,21
3,1,11,12,12
136,18,42,52,43
7,1,13,14,13
0,0,10,9,10
10,4,27,26,27
61,9,26,29,26
43,7,38,39,39
38,7,42,41,45
